name,domain,segment,mass_kg,power_density_w_per_kg,luminosity_w,mdot_kg_s,mass_msun,radius_m,eta,track,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,reference,data_source
lower,biology,Prokaryotes,7e-16,19.0,1.33e-14,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Prokaryotes,5.6e-12,0.08,4.48e-13,,,,,,tabulated_erd,,,,     ,van Duin (2024)
lower,biology,Prokaryotes,7e-16,1.87,1.31e-15,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Prokaryotes,6e-12,5.54,3.32e-11,,,,,,tabulated_erd,,,,     ,van Duin (2024)
Gloeobacter violaceus,biology,Prokaryotes,7e-16,28.0,1.96e-14,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
Coccochloris peniocystis,biology,Prokaryotes,1e-15,8.5,8.5e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Eukaryotes,6e-15,9.17,5.5e-14,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Eukaryotes,6e-09,7.98,4.79e-08,,,,,,tabulated_erd,,,,     ,van Duin (2024)
grasses,biology,Multicellular,5e-05,3.05,0.000152,,,,,,tabulated_erd,,,,"P.B. Reich et al., “Universal scaling of respiratory metabolism, size and nitrogen in plants” Nature, 439 (2006) 457.",van Duin (2024)
nan,biology,Multicellular,0.0075,2.51,0.0188,,,,,,tabulated_erd,,,,    ,van Duin (2024)
forbs,biology,Multicellular,5e-05,3.02,0.000151,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0075,2.64,0.0198,,,,,,tabulated_erd,,,,,van Duin (2024)
Abies balsamifera,biology,Multicellular,0.005,0.1,0.000501,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3.5,0.684,2.39,,,,,,tabulated_erd,,,,,van Duin (2024)
Acer rubrum,biology,Multicellular,0.005,0.182,0.000908,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3.5,0.627,2.19,,,,,,tabulated_erd,,,,,van Duin (2024)
Betula papyrifera,biology,Multicellular,0.005,1.23,0.00616,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3.5,0.189,0.662,,,,,,tabulated_erd,,,,,van Duin (2024)
Pinus strobus,biology,Multicellular,0.005,0.171,0.000854,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3.5,0.566,1.98,,,,,,tabulated_erd,,,,,van Duin (2024)
Betula alleghaniensis,biology,Multicellular,5e-05,3.28,0.000164,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,1.92,0.0962,,,,,,tabulated_erd,,,,,van Duin (2024)
Betula papyrifera,biology,Multicellular,5e-05,3.08,0.000154,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,1.95,0.0976,,,,,,tabulated_erd,,,,,van Duin (2024)
Larix laricina,biology,Multicellular,5e-05,2.24,0.000112,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,2.52,0.126,,,,,,tabulated_erd,,,,,van Duin (2024)
Picea glauca,biology,Multicellular,5e-05,0.88,4.4e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,4.4,0.22,,,,,,tabulated_erd,,,,,van Duin (2024)
Pinus banksiana,biology,Multicellular,5e-05,1.58,7.89e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,3.37,0.169,,,,,,tabulated_erd,,,,,van Duin (2024)
Pinus strobus,biology,Multicellular,5e-05,0.761,3.8e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,3.91,0.196,,,,,,tabulated_erd,,,,,van Duin (2024)
Populus tremuloides,biology,Multicellular,5e-05,3.51,0.000175,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.05,1.98,0.0989,,,,,,tabulated_erd,,,,,van Duin (2024)
Betula papyrifera,biology,Multicellular,5e-05,5.37,0.000269,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,2.19,0.219,,,,,,tabulated_erd,,,,,van Duin (2024)
Larix laricina,biology,Multicellular,5e-05,3.07,0.000154,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,1.76,0.176,,,,,,tabulated_erd,,,,,van Duin (2024)
Picea marina,biology,Multicellular,5e-05,2.15,0.000107,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,1.67,0.167,,,,,,tabulated_erd,,,,,van Duin (2024)
Pinus banksiana,biology,Multicellular,5e-05,2.12,0.000106,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,1.97,0.197,,,,,,tabulated_erd,,,,,van Duin (2024)
Populus tremuloides,biology,Multicellular,5e-05,7.66,0.000383,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.1,3.75,0.375,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,3e-05,1.14,3.43e-05,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,0.07,1.82,0.128,,,,,,tabulated_erd,,,,    ,van Duin (2024)
lower,biology,Multicellular,0.0007,12.2,0.00855,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,2.0,14.3,28.6,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,3.46e-06,0.958,3.32e-06,,,,,,tabulated_erd,,,,"S. Mori et al., “Mixed-power scaling of whole-plant respiration from seedlings to giant trees”, Proc. Natl. Acad. Sci. U.S.A.,  107 (2010) 1447.",van Duin (2024)
upper,biology,Multicellular,4310.0,0.0371,160.0,,,,,,tabulated_erd,,,,     ,van Duin (2024)
lower,biology,Multicellular,1e-05,0.641,6.41e-06,,,,,,tabulated_erd,,,,"S. Mori et al., “Mixed-power scaling of whole-plant respiration from seedlings to giant trees”, Proc. Natl. Acad. Sci. U.S.A.,  107 (2010) 1447.",van Duin (2024)
upper,biology,Multicellular,5180.0,0.0384,199.0,,,,,,tabulated_erd,,,,     ,van Duin (2024)
lower,biology,Multicellular,0.01,1.06,0.0106,,,,,,tabulated_erd,,,,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",van Duin (2024)
upper,biology,Multicellular,4710.0,0.0964,454.0,,,,,,tabulated_erd,,,,    ,van Duin (2024)
during photosynthesis,biology,Multicellular,1.88,3.79,7.14,,,,,,tabulated_erd,,,,"J.E. Irvine, “Photosynthesis in sugarcane varieties under field conditions”, Crop Sci., 7 (1967) 297.",van Duin (2024)
nan,biology,Multicellular,1.42,2.75,3.9,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.45,2.49,3.62,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.27,2.69,3.41,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.59,1.79,2.85,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.23,2.3,2.82,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.49,1.85,2.76,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.17,2.31,2.7,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.52,1.58,2.41,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.794,2.89,2.29,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Prokaryotes,1.1e-16,17.0,1.87e-15,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Prokaryotes,1e-15,10.0,1e-14,,,,,,tabulated_erd,,,,   ,van Duin (2024)
nan,biology,Prokaryotes,1e-15,49.0,4.9e-14,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Prokaryotes,1e-15,1.5e-05,1.5e-20,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Prokaryotes,2e-16,37.0,7.4e-15,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Prokaryotes,2e-11,0.3,6e-12,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Prokaryotes,1.4e-17,22.0,3.08e-16,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Prokaryotes,3.7e-15,0.18,6.66e-16,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Prokaryotes,1e-17,0.99,9.9e-18,,,,,,tabulated_erd,,,,"J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
lower,biology,Prokaryotes,2e-16,11.0,2.2e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Prokaryotes,2.5e-15,0.1,2.5e-16,,,,,,tabulated_erd,,,,,van Duin (2024)
Aerobacter aerogenes,biology,Prokaryotes,4e-16,8.71,3.48e-15,,,,,,tabulated_erd,,,,"M. Popovic, ""Thermodynamic properties of microorganisms in Heliyon"", 5 (2019) e01950; original data from A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
Bacillus cereus,biology,Prokaryotes,3.7e-15,21.9,8.11e-14,,,,,,tabulated_erd,,,,,van Duin (2024)
Escherichia coli,biology,Prokaryotes,7e-16,5.22,3.65e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
Escherichia coli K-12,biology,Prokaryotes,7e-16,14.0,9.8e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
Escherichia coli W,biology,Prokaryotes,7e-16,4.2,2.94e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
Klebsiella aerogenes,biology,Prokaryotes,3e-16,7.07,2.12e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
Paracoccus denitrificans,biology,Prokaryotes,1.6e-16,5.87,9.39e-16,,,,,,tabulated_erd,,,,,van Duin (2024)
Chlamydomonas reinhardtii,biology,Prokaryotes,1.94e-14,15.0,2.91e-13,,,,,,tabulated_erd,,,,,van Duin (2024)
Chlorolla pyrenoidosa,biology,Prokaryotes,3e-14,7.7,2.31e-13,,,,,,tabulated_erd,,,,,van Duin (2024)
Selenastrum capricornutum,biology,Prokaryotes,2.24e-14,21.0,4.71e-13,,,,,,tabulated_erd,,,,,van Duin (2024)
inactive,biology,Prokaryotes,9.84e-18,0.148,1.45e-18,,,,,,tabulated_erd,,,,"J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
nan,biology,Prokaryotes,3.46e-14,42.0,1.45e-12,,,,,,tabulated_erd,,,,   ,van Duin (2024)
active,biology,Prokaryotes,1.36e-17,0.689,9.4e-18,,,,,,tabulated_erd,,,,   ,van Duin (2024)
nan,biology,Prokaryotes,2.12e-14,644.0,1.37e-11,,,,,,tabulated_erd,,,,   ,van Duin (2024)
 ,biology,Prokaryotes,1.2e-15,5800.0,6.96e-12,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
lower,biology,Prokaryotes,3.16e-17,1.3,4.12e-17,,,,,,tabulated_erd,,,,"C.A. Aguilar-Trigueros et al., ""Applying allometric theory to fungi"", ISME J, (2017) 1; data from J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
upper,biology,Prokaryotes,3.16e-14,8.41,2.66e-13,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Prokaryotes,3.16e-17,3.72,1.17e-16,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Prokaryotes,1e-14,209.0,2.09e-12,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Prokaryotes,1e-17,0.933,9.33e-18,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Prokaryotes,4e-14,20.1,8.03e-13,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Prokaryotes,2e-16,3000.0,6e-13,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Prokaryotes,2e-11,15.0,3e-10,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Prokaryotes,1.4e-17,218.0,3.052e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Prokaryotes,3.8e-15,7.1,2.698e-14,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Prokaryotes,2e-16,107.0,2.14e-14,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Prokaryotes,5e-16,31.0,1.55e-14,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Prokaryotes,7e-17,89.0,6.23e-15,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Eukaryotes,7e-15,94.0,6.58e-13,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Eukaryotes,2.24e-07,0.2,4.48e-08,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Eukaryotes,2.5e-14,37.0,9.25e-13,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Eukaryotes,2.76e-07,0.6,1.66e-07,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Eukaryotes,5e-14,623.0,3.12e-11,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
upper,biology,Eukaryotes,7.1e-08,0.3,2.13e-08,,,,,,tabulated_erd,,,,   ,van Duin (2024)
lower,biology,Eukaryotes,9e-15,10.8,9.7e-14,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Eukaryotes,2e-07,3.91,7.82e-07,,,,,,tabulated_erd,,,,   ,van Duin (2024)
inactive,biology,Eukaryotes,9.37e-15,3.71,3.47e-14,,,,,,tabulated_erd,,,,"J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
nan,biology,Eukaryotes,1.89e-07,13.5,2.54e-06,,,,,,tabulated_erd,,,,   ,van Duin (2024)
active,biology,Eukaryotes,3.46e-14,11.4,3.93e-13,,,,,,tabulated_erd,,,,  ,van Duin (2024)
nan,biology,Eukaryotes,3.14e-08,15.1,4.74e-07,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Eukaryotes,1e-14,4.47,4.47e-14,,,,,,tabulated_erd,,,,"C.A. Aguilar-Trigueros et al., ""Applying allometric theory to fungi"", ISME J, (2017) 1; data from J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
upper,biology,Eukaryotes,3.16e-07,1.33,4.22e-07,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Eukaryotes,3.16e-14,33.1,1.05e-12,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Eukaryotes,3.16e-08,8.32,2.63e-07,,,,,,tabulated_erd,,,,,van Duin (2024)
inactive,biology,Multicellular,8.09e-06,1.16,9.4e-06,,,,,,tabulated_erd,,,,"J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
nan,biology,Multicellular,0.388,0.0895,0.0347,,,,,,tabulated_erd,,,, ,van Duin (2024)
active,biology,Multicellular,1.2e-09,20.0,2.39e-08,,,,,,tabulated_erd,,,, ,van Duin (2024)
nan,biology,Multicellular,0.538,0.347,0.186,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,3e-09,11.7,3.52e-08,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,10.0,0.117,1.17,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,3e-09,19.8,5.94e-08,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,0.006,0.255,0.00153,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,8e-08,8.65,6.92e-07,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,0.05,0.206,0.0103,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,5e-07,9.4,4.7e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,0.9,0.108,0.0974,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,1e-06,5.25,5.25e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,10.0,0.288,2.88,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,2e-06,1.14,2.28e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,0.02,0.0261,0.000522,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,1.58e-05,11.4,0.00018,,,,,,tabulated_erd,,,,"C.A. Aguilar-Trigueros et al., ""Applying allometric theory to fungi"", ISME J, (2017) 1; data from J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",van Duin (2024)
upper,biology,Multicellular,7.94e-05,5.78,0.000459,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Eukaryotes,7.94e-08,2120.0,0.000169,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Eukaryotes,2e-07,1380.0,0.000275,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,1e-07,13.8,1.38e-06,,,,,,tabulated_erd,,,,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",van Duin (2024)
upper,biology,Multicellular,0.007,1.58,0.0111,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,8e-08,9.72,7.77e-07,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,0.007,1.25,0.00877,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.000116,0.295,3.41e-05,,,,,,tabulated_erd,,,,"Metabolic rate in the whip-spider, Damon annulatipes",van Duin (2024)
upper,biology,Multicellular,0.00159,0.327,0.000521,,,,,,tabulated_erd,,,, ,van Duin (2024)
striped skink,biology,Multicellular,0.0195,1.72,0.0336,,,,,,tabulated_erd,,,,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",van Duin (2024)
common garter snake,biology,Multicellular,0.022,2.74,0.0602,,,,,,tabulated_erd,,,,,van Duin (2024)
bluetongue lizard,biology,Multicellular,0.574,0.921,0.529,,,,,,tabulated_erd,,,,,van Duin (2024)
green sea turtle,biology,Multicellular,16.0,1.35,21.6,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,2e-05,1.2,2.4e-05,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,30.0,0.107,3.21,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,2e-05,7.11,0.000142,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,7.0,0.0193,0.135,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.0002,0.711,0.000142,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,0.7,0.193,0.135,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.05,0.494,0.0247,,,,,,tabulated_erd,,,,"T.K. Brown, K.A. Nagy and D.J. Morafka, ""Costs of growth in tortoises"", J. Herpetol., 39 (2005) 19",van Duin (2024)
upper,biology,Multicellular,0.25,0.352,0.088,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.0004,0.907,0.000363,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,30.0,0.0767,2.3,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.001,2.27,0.00227,,,,,,tabulated_erd,,,,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",van Duin (2024)
upper,biology,Multicellular,50.0,0.683,34.1,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.004,1.75,0.00699,,,,,,tabulated_erd,,,,"S.D. Bradshaw, ""Ecophysiology of Australian arid-zone reptiles"", in ""On the ecology of Australia’s arid zone"", Springer Nature (2018) 133",van Duin (2024)
upper,biology,Multicellular,20.0,0.98,19.6,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.004,63.0,0.252,,,,,,tabulated_erd,,,,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",van Duin (2024)
upper,biology,Multicellular,100.0,2.37,237.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
deer mouse,biology,Multicellular,0.018,36.8,0.663,,,,,,tabulated_erd,,,,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",van Duin (2024)
robin,biology,Multicellular,0.0187,44.1,0.825,,,,,,tabulated_erd,,,,,van Duin (2024)
arctic ground squirrel,biology,Multicellular,0.63,15.0,9.46,,,,,,tabulated_erd,,,,,van Duin (2024)
chukar,biology,Multicellular,0.44,8.05,3.54,,,,,,tabulated_erd,,,,,van Duin (2024)
king penguin,biology,Multicellular,12.9,6.65,85.8,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.003,18.7,0.0561,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,4000.0,0.236,945.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Didelphimorphia,biology,Multicellular,0.013,6.16,0.0801,,,,,,tabulated_erd,,,,"B.C. McNab, ""An analysis of the factors that influence the level and scaling of mammalian BMR"", Comp. Biochem. Physiol., part A 151 (2008) 5",van Duin (2024)
nan,biology,Multicellular,3.26,1.93,6.29,,,,,,tabulated_erd,,,, ,van Duin (2024)
Dasyuromophia,biology,Multicellular,0.0071,7.92,0.0562,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,5.05,1.48,7.49,,,,,,tabulated_erd,,,,,van Duin (2024)
Peramelemorphia,biology,Multicellular,0.428,2.2,0.943,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.55,2.34,3.62,,,,,,tabulated_erd,,,,,van Duin (2024)
Diprotodontia,biology,Multicellular,0.01,8.89,0.0889,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,32.5,0.825,26.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Afrosoricida,biology,Multicellular,0.0069,11.4,0.0788,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.79,1.58,1.25,,,,,,tabulated_erd,,,,,van Duin (2024)
Macroscelidea,biology,Multicellular,0.0388,6.39,0.248,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.206,4.8,0.99,,,,,,tabulated_erd,,,,,van Duin (2024)
Cingulata,biology,Multicellular,1.11,1.51,1.67,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,45.2,0.452,20.4,,,,,,tabulated_erd,,,,,van Duin (2024)
Pilosa,biology,Multicellular,0.249,2.97,0.74,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,30.6,0.544,16.6,,,,,,tabulated_erd,,,,,van Duin (2024)
Primates,biology,Multicellular,0.068,4.27,0.291,,,,,,tabulated_erd,,,,,van Duin (2024)
